,FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader
1909,David,Schreff,Boston University,Marketing,Boston,MA,5.0,100,4.8,0,2,0,0,0,5,0,1,0,0,4,0,0,0,1,0,3,0,0,2
1910,Michael,Geheran,Boston University,Religion,Boston,MA,3.5,50,3.3,1,0,1,2,5,1,0,1,0,0,0,0,0,0,1,3,1,0,0,1
1911,Sarah,Adel,Boston University,Computer Science,Boston,MA,5.0,100,3.8,0,2,1,4,0,0,0,1,0,0,0,2,0,0,3,0,4,1,0,0
1912,Jeff,Grossman,Boston University,Business,Boston,MA,3.7,50,4.0,0,0,0,2,1,5,2,0,0,0,1,0,1,0,0,0,3,0,0,3
1913,Charalampos,Tsourakakis,Boston University,Computer Science,Boston,MA,5.0,100,4.3,0,3,0,3,1,0,0,3,0,0,0,0,0,0,3,0,4,1,0,0
1914,Pary,Fassihi-Liang,Boston University,Writing,Boston,MA,5.0,100,2.5,5,2,1,2,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,1
1915,Brian,Kulis,Boston University,Engineering,Boston,MA,2.3,33,4.0,0,1,3,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1916,Eric,Bjornson,Boston University,Writing,Boston,MA,1.0,N/,4.5,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1917,Luke,Cherveny,Boston University,Ma,Boston,MA,3.8,67,3.2,0,1,2,2,0,0,0,1,0,1,0,2,0,0,2,2,0,0,0,2
1918,Sarah,Miller,Boston University,Sociology,Boston,MA,4.8,100,2.8,2,3,0,1,1,0,0,3,0,0,0,0,0,1,3,0,3,0,0,0
1919,Patricia,Larios,Boston University,Writing,Boston,MA,2.8,N/,3.5,0,0,1,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,2
1920,Darren,Penn,Boston University,English,Boston,MA,3.7,50,3.7,3,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3
1921,John,Bell,Boston University,Writing,Boston,MA,5.0,100,2.7,4,0,0,5,0,0,0,1,0,0,0,1,2,0,1,0,4,0,0,0
1922,Jose,Luis,Boston University,Chemistry,Boston,MA,4.9,N/,2.7,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0
1923,Lauren,Mattioli,Boston University,Political Science,Boston,MA,2.5,33,3.2,2,0,0,0,2,1,0,0,2,2,0,1,1,0,0,2,0,0,0,2
1924,Mickey,Salins,Boston University,Ma,Boston,MA,4.3,100,3.2,2,3,0,5,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1
1925,Mark,Leccese,Boston University,Not Specified,Boston,MA,4.9,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Marina,Ville,Boston University,Ma,Boston,MA,1.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Laurel,Smith-Doerr,Boston University,Sociology,Boston,MA,3.2,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Dan,O'Sullivan,Boston University,Communication,Boston,MA,4.1,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Debby,Bloom,Boston University,Accounting,Boston,MA,4.7,N/,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Sasha,Norkin,Boston University,Communication,Boston,MA,3.2,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,T.R.,Lakshmanan,Boston University,International Studies,Boston,MA,3.5,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Wesley,Wildman,Boston University,Theology,Boston,MA,4.5,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,Robert,Cadigan,Boston University,Philosophy,Boston,MA,4.2,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Edward,Brookner,Boston University,Literature,Boston,MA,4.2,N/,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1935,Alfredo,Ferrarin,Boston University,Philosophy,Boston,MA,4.4,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Kazue,Campbell,Boston University,Languages,Boston,MA,3.1,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Edwin,Barker,Boston University,Music,Boston,MA,4.9,N/,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,Saligrama,Venkatesh,Boston University,Engineering,Boston,MA,3.5,N/,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1939,David,Decoste,Boston University,Physical Ed,Boston,MA,4.5,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Karen,Jacobs,Boston University,Health Science,Boston,MA,4.4,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,Theodore,Morse,Boston University,Engineering,Boston,MA,1.2,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,Robert,Montminy,Boston University,Computer Science,Boston,MA,4.7,N/,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1943,Christopher,Bowen,Boston University,Film,Boston,MA,4.1,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1944,Justin,Lenzo,Boston University,Economics,Boston,MA,3.7,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,Kae,Geller,Boston University,Film,Boston,MA,3.2,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Carney,Maley,Boston University,Writing,Boston,MA,3.7,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,Guillermo,Espinosa,Boston University,Languages,Boston,MA,3.8,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Silvia,Beier,Boston University,Languages,Boston,MA,3.9,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,Eric,Ruske,Boston University,Music,Boston,MA,4.2,N/,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,John,Metz,Boston University,History,Boston,MA,4.4,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,Michael,Grodin,Boston University,Medicine,Boston,MA,3.5,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Ann,G.,Boston University,Writing,Boston,MA,2.2,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,Zbigniew,Granat,Boston University,Music,Boston,MA,3.7,N/,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1954,Jim,Cormier,Boston University,Management,Boston,MA,3.5,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,Glenn,Loury,Boston University,Economics,Boston,MA,2.3,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Michael,Baum,Boston University,Biology,Boston,MA,3.4,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,Nancy,Harrowitz,Boston University,Languages,Boston,MA,4.9,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,Dan,Davis,Boston University,Education,Boston,MA,3.7,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Boaz,Sharon,Boston University,Music,Boston,MA,2.0,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,John,Berthrong,Boston University,Religion,Boston,MA,4.1,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Pier,Tortola,Boston University,Political Science,Boston,MA,4.0,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,John,McGinnis,Boston University,Management,Boston,MA,4.6,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Jon,Hodge,Boston University,Writing,Boston,MA,2.9,N/,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Andrea,Kristenson,Boston University,Hospitality,Boston,MA,3.8,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Guido,Kuersteiner,Boston University,Economics,Boston,MA,3.7,N/,3.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1966,Lawrence,R.,Boston University,Physics,Boston,MA,4.3,N/,2.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1967,Randy,Steinberg,Boston University,Film,Boston,MA,2.9,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Catherine,Klapperich,Boston University,Engineering,Boston,MA,3.6,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,William,Carey,Boston University,Engineering,Boston,MA,2.0,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Sujata,Visaria,Boston University,Economics,Boston,MA,3.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,Ping,Zhang,Boston University,Geography,Boston,MA,2.5,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Yrjo,Koskinen,Boston University,Finance,Boston,MA,2.7,N/,2.8,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1973,Logan,Chieffo,Boston University,Chemistry,Boston,MA,4.8,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Leslie,Depaulo,Boston University,Psychology,Boston,MA,3.2,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Katie,Schu,Boston University,Geography,Boston,MA,3.8,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Hengye,Man,Boston University,Biology,Boston,MA,4.7,N/,2.8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0
1977,Doug,Gordon,Boston University,Film,Boston,MA,3.4,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,Lauren,Katzman,Boston University,Education,Boston,MA,3.7,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Petro,Lisowsky,Boston University,Accounting,Boston,MA,4.8,N/,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Brandon,Phillips,Boston University,Engineering,Boston,MA,4.9,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Jill,Blackstone,Boston University,Languages,Boston,MA,4.8,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Natalie,Bragadir,Boston University,Languages,Boston,MA,4.6,N/,1.4,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1983,Chris,Burgess,Boston University,Computer Science,Boston,MA,2.5,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Clark,Goldstein,Boston University,Psychology,Boston,MA,3.2,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Robert,Sloane,Boston University,Law,Boston,MA,3.1,N/,3.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1986,Shannon,Bennett,Boston University,Psychology,Boston,MA,1.8,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Donald,Wright,Boston University,Communication,Boston,MA,4.2,N/,1.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1988,Fred,Powell,Boston University,Not Specified,Boston,MA,2.8,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Gal,Kober,Boston University,Philosophy,Boston,MA,4.8,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,H.,Noorian,Boston University,Finance,Boston,MA,3.9,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Kristen,Nielsen,Boston University,Education,Boston,MA,4.9,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Martin,Black,Boston University,Philosophy,Boston,MA,3.8,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Sandor,Vajda,Boston University,Engineering,Boston,MA,3.5,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1994,Xianghua,Tu,Boston University,Languages,Boston,MA,3.1,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Eric,Maxson,Boston University,Writing,Boston,MA,3.5,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Alla,Barskaya,Boston University,Accounting,Boston,MA,4.1,N/,1.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1997,Marnie,Reed,Boston University,Education,Boston,MA,4.3,N/,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1998,Lauren,Rossi,Boston University,Chemistry,Boston,MA,4.3,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Katherine,Howe,Boston University,Writing,Boston,MA,4.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Giselle,Khoury,Boston University,Languages,Boston,MA,4.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Linda,McClain,Boston University,Law,Boston,MA,1.2,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Donna,Freitas,Boston University,Religion,Boston,MA,4.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Jamie,Weisman,Boston University,Health Science,Boston,MA,3.6,N/,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,Christina,Crecca,Boston University,Chemistry,Boston,MA,4.2,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Helena,Toth,Boston University,History,Boston,MA,3.9,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Joseph,Bizup,Boston University,Writing,Boston,MA,4.4,N/,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,Jeannette,Ariane,Boston University,Languages,Boston,MA,2.1,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Abigail,Carroll,Boston University,English,Boston,MA,4.8,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Peter,Kerney,Boston University,Engineering,Boston,MA,2.5,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Ilir,Capuni,Boston University,Computer Science,Boston,MA,4.4,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,James,Shanahan,Boston University,Communication,Boston,MA,3.3,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Erika,Bohnel,Boston University,Psychology,Boston,MA,4.4,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Bente,Shoen,Boston University,Languages,Boston,MA,3.9,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Leslie,Harkema,Boston University,Languages,Boston,MA,4.6,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Geoffrey,Klapisch,Boston University,Communication,Boston,MA,4.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Murad,Taqqu,Boston University,Ma,Boston,MA,3.9,N/,3.6,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,Mark,McCue,Boston University,Hospitality,Boston,MA,4.7,N/,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Beradino,Palazzo,Boston University,Finance,Boston,MA,3.7,N/,3.2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2019,Delvon,Parker,Boston University,Business,Boston,MA,4.8,N/,2.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Yasemin,Satir,Boston University,Economics,Boston,MA,4.6,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Magdalena,Ostas,Boston University,English,Boston,MA,5.0,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Michele,Rucci,Boston University,Psychology,Boston,MA,4.7,N/,2.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
2023,Joshua,Wisebaker,Boston University,English,Boston,MA,4.1,N/,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Orla,Richardson,Boston University,Philosophy,Boston,MA,5.0,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Nachiketa,Sahoo,Boston University,Business,Boston,MA,2.6,N/,2.8,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2026,Charles,Parker,Boston University,Engineering,Boston,MA,4.2,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Yvette,Boon,Boston University,Physical Education,Boston,MA,5.0,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Amanda,Dalia,Boston University,Communication,Boston,MA,4.4,N/,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
2029,Monique,Roy,Boston University,Languages,Boston,MA,4.5,N/,2.2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2030,Prakash,Balachandran,Boston University,Ma,Boston,MA,2.9,N/,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,Nicole,Ames,Boston University,Communication,Boston,MA,4.7,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,Lindsay,Moore,Boston University,Social Science,Boston,MA,3.3,N/,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,Andrew,Arnoff,Boston University,Ma,Boston,MA,2.2,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,Shea,Cronin,Boston University,Criminal Justice,Boston,MA,4.4,N/,2.4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2035,John,Baillieul,Boston University,Engineering,Boston,MA,2.0,N/,4.0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,3,0,0,0,0
2036,Nick,Rock,Boston University,Design,Boston,MA,3.1,N/,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
2037,Dina,Rudick,Boston University,Journalism,Boston,MA,4.8,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Andrea,Volpe,Boston University,Writing,Boston,MA,4.4,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Harold,Park,Boston University,Engineering,Boston,MA,2.7,N/,3.8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2040,Katherine,Levine,Boston University,Political Science,Boston,MA,4.6,N/,3.6,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2
2041,Chuanhua,Duan,Boston University,Engineering,Boston,MA,4.5,N/,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0
2042,Meltem,Duran,Boston University,Ma,Boston,MA,4.1,N/,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Sarah,Benes,Boston University,Education,Boston,MA,3.1,N/,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2044,James,Bird,Boston University,Engineering,Boston,MA,4.8,N/,3.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2045,Mark,Karpovsky,Boston University,Engineering,Boston,MA,1.9,N/,2.6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2046,Pegeen,Ryan,Boston University,Communication,Boston,MA,2.7,N/,2.0,1,0,1,0,0,2,1,1,0,0,3,0,0,0,0,0,1,0,0,2
2047,Julia,Mix,Boston University,Writing,Boston,MA,4.9,N/,1.6,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0
2048,Benjamin,Sherman,Boston University,Philosophy,Boston,MA,3.5,N/,1.6,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
2049,Enrique,S,Boston University,Engineering,Boston,MA,4.7,N/,2.6,1,2,0,0,0,0,1,2,1,0,2,0,0,0,0,0,2,0,0,0
2050,Kelly,McQuighan,Boston University,Ma,Boston,MA,3.7,N/,2.8,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2051,Said,Soulhi,Boston University,Computer Science,Boston,MA,3.7,N/,3.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2052,Trevor,Siggers,Boston University,Biology,Boston,MA,4.0,N/,3.4,1,2,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0
2053,Tanner,Hammond,Boston University,Philosophy,Boston,MA,4.8,N/,2.8,4,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2054,Ting,Zhang,Boston University,Ma,Boston,MA,4.9,N/,3.2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2055,Pirooz,Vakili,Boston University,Engineering,Boston,MA,3.8,N/,2.8,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1
2056,Jean,Fitzmaurice,Boston University,Ma,Boston,MA,1.7,N/,3.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
2057,Makarand,Mody,Boston University,Hospitality,Boston,MA,4.8,N/,2.2,1,3,0,0,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2058,Junga,Yoo,Boston University,Languages,Boston,MA,4.6,N/,2.8,0,2,1,2,0,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0
2059,Julie,Klinger,Boston University,Geography,Boston,MA,4.0,N/,4.0,1,0,0,0,4,1,2,1,0,0,0,0,0,1,4,0,0,0,0,1
2060,Alexis,Peri,Boston University,History,Boston,MA,5.0,N/,3.6,4,1,0,1,4,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2061,Jessica,Simon,Boston University,Economics,Boston,MA,4.5,N/,3.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,1
2062,Kangrim,Ku,Boston University,Languages,Boston,MA,5.0,N/,2.8,4,2,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0
2063,Elisabeth,Schadae,Boston University,Business,Boston,MA,4.6,100,3.8,1,2,0,3,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0
2064,Christopher,Muller,Boston University,Hospitality,Boston,MA,5.0,N/,1.6,0,3,0,0,0,0,0,2,0,0,1,0,1,0,5,0,2,0,0,0
2065,Kim,Icreverzi,Boston University,Humanities,Boston,MA,3.9,N/,3.2,2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1
2066,Martin,Fiszbein,Boston University,Economics,Boston,MA,4.0,N/,3.4,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
2067,Jerry,Jalette,Boston University,Communication,Boston,MA,2.4,40,3.6,0,0,2,0,1,1,1,0,0,2,4,1,0,0,0,0,1,0,1,1
2068,Winston,Groman,Boston University,Languages,Boston,MA,4.4,80,2.2,2,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,2,0,0,0
2069,John,Garcia,Boston University,Humanities,Boston,MA,2.8,60,3.6,0,0,1,0,4,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1
2070,Shannon,Draucker,Boston University,Writing,Boston,MA,5.0,100,2.8,4,1,0,2,1,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0
2071,Dries,Sels,Boston University,Physics,Boston,MA,4.8,100,3.6,1,0,1,2,0,1,2,2,0,0,0,0,0,0,2,2,1,0,0,1
2072,Sandy,Buerger,Boston University,Natural Sciences,Boston,MA,3.8,80,3.2,1,1,0,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0
2073,Paula,Hennessey,Boston University,Languages,Boston,MA,5.0,100,2.6,4,1,0,3,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2074,Diane,Thompson,Boston University,Earth Science,Boston,MA,2.8,40,3.6,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,2,1,2,0,2
2075,Christopher,Bartlett,Boston University,English,Boston,MA,4.8,100,3.6,2,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,2,0,2,1
2076,Jie,Lu,Boston University,Computer Science,Boston,MA,2.0,20,3.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2077,Michele,Calandra,Boston University,English,Boston,MA,4.0,80,2.8,3,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,3,0,0,1
2078,Ayako,Tanemura,Boston University,Languages,Boston,MA,4.2,80,3.2,2,1,3,0,0,2,1,0,0,0,1,1,1,0,0,0,3,0,0,0
2079,Kate,Saenko,Boston University,Computer Science,Boston,MA,2.2,40,4.2,0,0,1,0,2,0,1,0,0,3,4,0,1,0,0,1,0,0,0,0
2080,Manashiva,Joshi,Boston University,Astronomy,Boston,MA,2.2,40,3.2,0,0,2,1,0,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0
2081,Ryan,Goh,Boston University,Ma,Boston,MA,4.2,80,2.8,2,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0
