FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader,number of comments,prof_id,num_female_words,num_male_words,percent_female,gender
Michael,Fenollosa,Boston University,Economics,Boston,MA,2.3,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,815191,0,199,0,male
Simona,Grassi,Boston University,Economics,Boston,MA,3.2,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,890067,428,17,0.961797753,female
Anna,Ross,Boston University,Writing,Boston,MA,2.8,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,894193,248,0,1,female
Nathaniel,Amos,Boston University,Writing,Boston,MA,4.7,N/,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,912553,0,180,0,male
Ulla,Hansen,Boston University,Biology,Boston,MA,3.1,N/,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,913614,245,0,1,female
Elena,Chamorro-Garcia,Boston University,Languages,Boston,MA,3.3,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,915947,200,0,1,female
Carol,Jenkins,Boston University,Education,Boston,MA,3.8,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,945076,165,0,1,female
Richard,Averitt,Boston University,Physics,Boston,MA,3.1,N/,3.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,971446,0,153,0,male
Peter,Vanderschraaf,Boston University,Philosophy,Boston,MA,1.9,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1066430,0,171,0,male
Marc,Weinberg,Boston University,Film,Boston,MA,4.9,N/,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1124154,0,127,0,male
Samuel,Issacson,Boston University,Ma,Boston,MA,3,N/,2.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1182583,0,144,0,male
Carolina,Castillo,Boston University,Languages,Boston,MA,4.7,N/,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1189851,318,0,1,female
Simon,Payaslian,Boston University,History,Boston,MA,4.2,N/,2.9,1,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,9,1191295,58,241,0.193979933,male
Jeremy,Bushnell,Boston University,Writing,Boston,MA,4.6,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1192263,0,205,0,male
Alan,Pisano,Boston University,Engineering,Boston,MA,2.5,N/,2.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1233441,0,144,0,male
Josh,Lustig,Boston University,Economics,Boston,MA,3.4,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1234394,0,226,0,male
Cheryl,Lambert,Boston University,Communication,Boston,MA,3,N/,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1248456,325,0,1,female
Roman,Fedorov,Boston University,Ma,Boston,MA,2.2,N/,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1257727,0,137,0,male
Celia,Bianconi,Boston University,Languages,Boston,MA,4.4,N/,1.6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1433268,335,0,1,female
Wesley,Yin,Boston University,Economics,Boston,MA,4.7,N/,2.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1444532,0,55,0,male
Mikel,Satcher,Boston University,Writing,Boston,MA,2,N/,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1499527,0,142,0,male
Karen,Bourrier,Boston University,Writing,Boston,MA,3.7,N/,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1507240,282,0,1,female
Susan,Worst,Boston University,Computer Science,Boston,MA,3.8,N/,2.7,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,9,1546433,274,0,1,female
Kathryn,Brownell,Boston University,History,Boston,MA,3.9,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1630818,251,0,1,female
Andrea,Berlin,Boston University,Archaeology,Boston,MA,3.8,N/,2.6,0,1,0,1,1,2,2,1,0,0,0,0,0,0,2,0,0,0,2,3,9,1632932,310,0,1,female
Linda,Wertheimer,Boston University,Journalism,Boston,MA,1.7,N/,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1636686,260,0,1,female
Vartan,Aghababian,Boston University,Music,Boston,MA,5,N/,3.6,1,0,4,0,0,0,0,1,0,0,0,1,3,0,1,0,3,0,0,1,9,1642779,0,280,0,male
Devin,Byker,Boston University,Writing,Boston,MA,3.8,N/,3.4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,1657435,0,86,0,male
Wes,Viles,Boston University,Ma,Boston,MA,2.8,N/,2.6,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,1,9,1691106,0,196,0,male
Pete,Buston,Boston University,Biology,Boston,MA,4.5,N/,2.6,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1713204,0,121,0,male
Ameya,Kolarkar,Boston University,Physics,Boston,MA,4,N/,3.4,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,1,0,0,2,9,1721911,0,251,0,male
Konstantinos,Spiliopoulos,Boston University,Ma,Boston,MA,2.9,N/,3.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,9,1807055,0,208,0,male
Konstantinos,Papadakis,Boston University,Music,Boston,MA,4.8,N/,3.4,1,3,0,1,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,9,1838895,0,53,0,male
Miriam,Angrist,Boston University,Languages,Boston,MA,5,100,2.6,2,4,1,1,0,2,0,2,0,0,0,1,0,0,0,0,4,0,0,0,9,1859597,286,0,1,female
Jeremy,Menchik,Boston University,International Studies,Boston,MA,4.8,N/,2.7,4,1,0,0,3,1,0,1,1,0,0,0,1,0,3,0,1,0,0,0,9,1872979,0,283,0,male
Kate,Krimmel,Boston University,Political Science,Boston,MA,3.9,N/,2.7,1,1,0,0,6,2,4,0,0,0,0,0,0,2,0,2,0,0,0,0,9,1901082,203,0,1,female
Scott,Bunch,Boston University,Engineering,Boston,MA,4.4,88,2.2,1,3,3,0,1,0,2,2,0,0,3,2,5,0,1,1,1,0,0,0,9,1975077,0,143,0,male
Eileen,O'Keefe,Boston University,Health Science,Boston,MA,4.3,N/,2.6,2,3,3,0,0,3,1,1,0,0,0,1,0,0,1,5,1,0,0,0,9,1981762,307,0,1,female
Christiane,Kaden,Boston University,Languages,Boston,MA,4.8,100,2.9,5,0,1,3,0,8,3,0,0,0,0,1,0,0,0,0,4,0,0,0,9,2038429,160,43,0.78817734,female
Elizabeth,Ann,Boston University,Biology,Boston,MA,3.5,N/,4.1,1,0,1,0,2,2,0,0,0,0,0,0,1,0,0,2,2,2,0,7,9,2049091,355,0,1,female
Ilaria,Patania,Boston University,Writing,Boston,MA,3.4,71,3.4,2,2,0,1,0,8,0,4,2,1,0,0,2,0,0,1,0,0,0,2,9,2052304,276,0,1,female
Melissa,Kibbe,Boston University,Psychology,Boston,MA,5,N/,1.7,1,1,0,1,0,1,0,0,0,0,0,3,1,0,4,0,1,8,0,0,9,2063982,287,0,1,female
Kirby,Chazal,Boston University,Languages,Boston,MA,4.3,N/,2.1,3,2,1,0,0,3,0,0,0,0,0,2,0,0,1,0,4,0,0,1,9,2070283,331,0,1,female
John,F.,Boston University,Business,Boston,MA,3.3,57,3.6,1,1,2,0,1,1,1,0,3,1,0,1,1,0,1,3,2,0,0,3,9,2070808,0,197,0,male
Manuel,Egele,Boston University,Engineering,Boston,MA,3.5,43,4,0,4,6,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,5,9,2080697,0,187,0,male
Keith,Brown,Boston University,Engineering,Boston,MA,4.4,86,4.3,1,2,0,0,0,1,5,1,0,1,0,0,0,0,1,3,2,1,0,6,9,2091638,0,255,0,male
Katy,Quissell,Boston University,Health Science,Boston,MA,4.5,N/,2.8,3,2,0,0,3,1,0,2,0,0,2,1,0,0,3,1,4,1,0,3,9,2095494,376,0,1,female
Rachel,Garrett,Boston University,Earth Science,Boston,MA,2.8,50,2.9,1,0,2,1,1,0,3,0,0,1,0,1,0,0,1,1,4,0,0,5,9,2117565,263,0,1,female
Elena,CarriÌ_n,Boston University,Languages,Boston,MA,3.9,63,3.6,4,2,2,1,0,4,2,1,0,0,1,1,0,0,0,0,1,1,1,3,9,2119317,257,0,1,female
Shawn,Lynch,Boston University,Social Science,Boston,MA,4.7,100,3.1,0,2,0,2,1,1,0,1,0,0,0,1,6,0,7,1,3,1,0,0,9,2121204,0,249,0,male
Molly,Monet-Viera,Boston University,Languages,Boston,MA,4.1,86,2.6,5,2,1,0,0,3,4,0,0,0,0,0,0,0,1,0,3,0,1,1,9,2143304,217,0,1,female
Benjamin,Crowe,Boston University,Philosophy,Boston,MA,4.8,100,2.6,5,1,0,2,4,2,1,1,0,0,0,1,1,0,4,0,2,0,2,1,9,2171531,0,253,0,male
Jeffrey,Karam,Boston University,International Studies,Boston,MA,5,100,2.6,6,2,0,1,0,4,0,5,0,0,0,0,0,0,2,0,6,1,0,0,9,2207940,0,190,0,male
George,Ultrino,Boston University,Computer Science,Boston,MA,1.7,22,4,1,0,7,2,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,5,9,2216231,0,73,0,male
Elena,Gubankova,Boston University,Ma,Boston,MA,2.9,44,2,0,1,2,1,0,0,0,0,4,1,0,0,1,0,1,0,2,0,2,0,9,2263412,104,0,1,female
Kathleen,Vandenberg,Boston University,English,Boston,MA,4,80,3.5,2,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,3,0,0,2,9,1565407,265,0,1,female
Jack,Polnar,Boston University,Computer Science,Boston,MA,4.7,100,4.4,3,2,3,2,3,0,0,1,0,0,0,0,0,0,2,2,3,0,3,0,9,1964494,0,69,0,male
Stacey,Gelsheimer,Boston University,Economics,Boston,MA,2.7,25,3.2,0,0,0,0,0,1,0,2,2,0,0,1,1,1,1,1,1,0,0,3,9,2093586,329,0,1,female
Taiyi,Sun,Boston University,Political Science,Boston,MA,4.8,80,2.5,1,0,0,2,0,0,0,2,0,0,2,0,0,3,0,1,3,0,1,0,9,1702455,0,164,0,male
Gavin,Benke,Boston University,Writing,Boston,MA,4.7,89,3.3,6,0,0,3,0,2,5,1,0,0,1,3,0,0,1,0,0,0,0,1,9,2322588,0,196,0,male
Jeffrey,Henderson,Boston University,Classics,Boston,MA,4.4,80,1.6,0,2,0,1,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,9,1345210,0,157,0,male
Eileen,Sullivan,Boston University,Education,Boston,MA,4.2,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43267,15,0,1,female
Tony,Dibonaventura,Boston University,Music,Boston,MA,4,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,67894,25,102,0.196850394,male
Alfedo,Gisholt,Boston University,Fine Arts,Boston,MA,4,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,67921,0,103,0,male
Sara,Hilinski,Boston University,Literature,Boston,MA,3.7,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68044,153,0,1,female
Jim,Deshler,Boston University,Science,Boston,MA,4.1,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68854,0,122,0,male
Charles,Glenn,Boston University,Education,Boston,MA,3.6,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79044,0,118,0,male
Gerald,Weale,Boston University,Music,Boston,MA,3.5,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79671,0,106,0,male
Maria,Granik,Boston University,Philosophy,Boston,MA,3.9,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,86495,52,0,1,female
Paul,Schneider,Boston University,Communication,Boston,MA,3.7,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,128376,0,135,0,male
Howard,Zinn,Boston University,History,Boston,MA,4.5,N/,2.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,136546,0,114,0,male
James,Perkins,Boston University,Engineering,Boston,MA,4.6,N/,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,173458,0,3,0,male
Allen,Michel,Boston University,Business,Boston,MA,3.8,N/,3.6,0,1,0,1,0,2,1,1,0,0,1,0,0,0,3,0,1,0,0,0,8,174534,0,85,0,male
Linda,Bui,Boston University,Economics,Boston,MA,2.8,N/,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,175733,187,0,1,female
Amy,Baltzell,Boston University,Psychology,Boston,MA,4.2,N/,2.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,195421,228,0,1,female
Victor,Berry,Boston University,Computer Science,Boston,MA,4,N/,2.9,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,8,197158,0,114,0,male
David,Starobinski,Boston University,Engineering,Boston,MA,4.5,N/,2.3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,8,247254,0,43,0,male
Ray,Levy,Boston University,Not Specified,Boston,MA,4.7,N/,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,266206,0,33,0,male
Jeffrey,Heisler,Boston University,Business,Boston,MA,2.4,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,272867,0,120,0,male
Sandra,Deacon,Boston University,Business,Boston,MA,3.8,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,280264,243,0,1,female
Joseph,Marrocco,Boston University,Management,Boston,MA,4.9,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,334531,0,85,0,male
Marcus,Goncalves,Boston University,Management,Boston,MA,4.5,N/,3.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,346704,0,215,0,male
Hua,Wang,Boston University,Engineering,Boston,MA,2.3,N/,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,356750,0,91,0,male
Mary,Erskine,Boston University,Biology,Boston,MA,2.8,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,372671,188,13,0.935323383,female
Elie,Weisel,Boston University,Religion,Boston,MA,4.6,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,372932,0,128,0,male
David,Connolly,Boston University,Physical Ed,Boston,MA,5,N/,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,374235,0,86,0,male
Susan,Tsunoda,Boston University,Biology,Boston,MA,4,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,410905,86,0,1,female
Carole,Greenes,Boston University,Education,Boston,MA,3.3,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,445784,184,0,1,female
Ben,Bolger,Boston University,International Studies,Boston,MA,3.4,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,460059,0,85,0,male
Brian,Howland,Boston University,Business,Boston,MA,2.9,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,461040,0,112,0,male
John,Wallace,Boston University,Music,Boston,MA,4.1,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,461416,0,57,0,male
Alexander,Taubin,Boston University,Engineering,Boston,MA,2.8,N/,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,467892,0,69,0,male
Nitin,Joglekar,Boston University,Management,Boston,MA,3.7,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,487873,0,191,0,male
Joan,Walker,Boston University,Geography,Boston,MA,3.9,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,489175,111,0,1,female
Max,Ubelaker,Boston University,Languages,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,498310,0,84,0,male
Ian,Halbert,Boston University,Classics,Boston,MA,3.6,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,540192,0,126,0,male
Deepti,Goel,Boston University,Economics,Boston,MA,3.9,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,546741,212,0,1,female
Robert,Barry,Boston University,Business,Boston,MA,5,N/,2.1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,0,0,8,551417,0,101,0,male
Ken,Jackson,Boston University,English,Boston,MA,4.8,N/,2.9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,558669,0,92,0,male
Jeremy,Murray-Brown,Boston University,Communication,Boston,MA,2.8,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,576515,0,171,0,male
Kenneth,Hatten,Boston University,Business,Boston,MA,3.7,N/,4.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,588389,0,126,0,male
Linda,Killian,Boston University,Journalism,Boston,MA,1.7,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,591868,146,0,1,female
Dan,Fredholm,Boston University,Health Science,Boston,MA,4.9,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,640495,0,53,0,male
Roselmina,Indrisano,Boston University,Education,Boston,MA,2.8,N/,4.2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,8,642783,258,0,1,female
Mark,Pettit,Boston University,Law,Boston,MA,4.7,N/,3.4,0,3,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,8,652861,0,40,0,male
Virginia,Myhaver,Boston University,Writing,Boston,MA,2.9,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,669410,245,0,1,female
Ichiro,Fujiyama,Boston University,Languages,Boston,MA,4.6,N/,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,707438,200,0,1,female
Nikola,Popovic,Boston University,Ma,Boston,MA,2.5,N/,4.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,736204,0,100,0,male
Cecilia,Tocaimaza,Boston University,International Studies,Boston,MA,3.8,N/,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,739269,152,0,1,female
Laura,Yim,Boston University,English,Boston,MA,3.6,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,741500,149,0,1,female
Alon,Navot,Boston University,Humanities,Boston,MA,2.7,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,748873,0,301,0,male
Belakavadi,R.,Boston University,Engineering,Boston,MA,2.7,N/,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,749534,0,209,0,male
Ronak,Shah,Boston University,Science,Boston,MA,4.7,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,755656,0,123,0,male
Tanya,Steel,Boston University,Languages,Boston,MA,5,N/,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,756761,257,0,1,female
Eve,D'Onofrio,Boston University,Core Humanities,Boston,MA,4.2,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,757793,219,0,1,female
Kimberly,Barth,Boston University,English,Boston,MA,4.8,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,759088,215,0,1,female
Glynn,Holt,Boston University,Engineering,Boston,MA,4.8,N/,2.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,768819,0,236,0,male
Stephen,Arguetta,Boston University,History,Boston,MA,3.7,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,775596,0,188,0,male
Karen,Acquista,Boston University,Ma,Boston,MA,3.6,N/,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,783648,199,0,1,female
Malvin,Teich,Boston University,Engineering,Boston,MA,3.1,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,790837,0,93,0,male
Roger,Warburton,Boston University,Management,Boston,MA,3.4,N/,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,797881,0,76,0,male
Sean,Andersson,Boston University,Engineering,Boston,MA,4.1,N/,3.2,2,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8,821091,0,112,0,male
Alexander,Sergienko,Boston University,Engineering,Boston,MA,3.4,N/,3.4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,844494,0,124,0,male
Phyllis,Karas,Boston University,Journalism,Boston,MA,4.2,N/,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,863820,311,0,1,female
Arup,Sen,Boston University,Economics,Boston,MA,3.9,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,916994,0,151,0,male
Francesco,Russo,Boston University,Economics,Boston,MA,2.3,N/,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,920514,0,189,0,male
David,Castanon,Boston University,Engineering,Boston,MA,4.7,N/,2.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,940780,0,128,0,male
Feng,Wang,Boston University,Chemistry,Boston,MA,1.8,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,975961,0,167,0,male
Lindsey,Gilbert,Boston University,English,Boston,MA,4.2,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,988204,236,0,1,female
Beth,Johnston,Boston University,Writing,Boston,MA,4.3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1069774,264,0,1,female
Jordan,Winkler,Boston University,Geography,Boston,MA,3.2,N/,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1071224,0,102,0,male
Patrick,Pritchett,Boston University,Writing,Boston,MA,4.8,N/,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1079487,0,79,0,male
Kimberly,Costello,Boston University,Film,Boston,MA,4.9,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1079758,168,0,1,female
Catharine,Rockwood,Boston University,English,Boston,MA,2.9,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1079872,311,0,1,female
Emine,Fetvaci,Boston University,Art History,Boston,MA,3.2,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1086151,257,0,1,female
William,Ryckman,Boston University,Law,Boston,MA,2.8,N/,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1105393,0,5,0,male
Deborah,Burton,Boston University,Music,Boston,MA,3.6,N/,3.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1109036,137,0,1,female
Katheryn,Lamontagne,Boston University,History,Boston,MA,3.8,N/,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1127780,214,0,1,female
Denis,Wu,Boston University,Communication,Boston,MA,3.3,N/,3.3,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,8,1133474,20,199,0.091324201,male
Hatice,Altug,Boston University,Engineering,Boston,MA,3.9,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1133656,113,0,1,female
Pia,Cuneo,Boston University,Languages,Boston,MA,3.8,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1134653,260,0,1,female
Ann,Helwege,Boston University,International Studies,Boston,MA,4.3,N/,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1191044,241,0,1,female
Alon,Raviv,Boston University,Finance,Boston,MA,4.3,N/,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1212171,0,58,0,male
Margaret,Litvin,Boston University,Literature,Boston,MA,2.1,N/,3.9,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1216025,190,0,1,female
Scott,Seider,Boston University,Education,Boston,MA,5,N/,3.1,2,2,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1283711,0,122,0,male
Jung,Wan,Boston University,Business,Boston,MA,3.1,N/,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1298637,0,84,0,male
Mary,Kuhn,Boston University,English,Boston,MA,4.6,N/,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1342936,187,0,1,female
Katherine,Kellet,Boston University,Humanities,Boston,MA,2.6,N/,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1488464,343,0,1,female
Prakash,Ishwar,Boston University,Engineering,Boston,MA,4.6,N/,4.5,0,2,2,1,0,1,3,2,0,0,0,0,1,0,2,0,3,0,0,1,8,1514106,0,191,0,male
Richard,Brower,Boston University,Engineering,Boston,MA,1.3,N/,3.9,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,1568384,0,102,0,male
Seann,Mulcahy,Boston University,Chemistry,Boston,MA,4.9,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1580876,0,108,0,male
Beth,Kramer,Boston University,English,Boston,MA,3.3,N/,3.1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1611740,187,0,1,female
Nick,Barber,Boston University,Journalism,Boston,MA,4.4,N/,3.9,3,0,0,1,0,0,0,1,0,0,1,2,0,1,1,1,1,0,0,2,8,1612187,0,180,0,male
